날짜,지역,방문자수,연령대,성별,이벤트 종류,참여자수,참여비율
2023-05-21,충남,7,노년,남,홍보 부스 운영,2,28.57142857142857
2023-05-21,충남,38,노년,여,홍보 부스 운영,19,50.0
2023-05-21,제주,29,청소년,남,재활용 아트 전시,3,10.344827586206897
2023-05-21,제주,19,청소년,여,재활용 아트 전시,6,31.57894736842105
2023-05-21,제주,21,청년,남,재활용 아트 전시,18,85.71428571428571
2023-05-21,제주,23,청년,여,재활용 아트 전시,18,78.26086956521739
2023-05-21,제주,8,장년,남,재활용 아트 전시,4,50.0
2023-05-21,제주,19,장년,여,재활용 아트 전시,7,36.84210526315789
2023-05-21,제주,16,노년,남,재활용 아트 전시,11,68.75
2023-05-21,제주,28,노년,여,재활용 아트 전시,16,57.14285714285714
2023-05-21,인천,4,청소년,남,커뮤니티 청소 활동,0,0.0
2023-05-21,인천,38,청소년,여,커뮤니티 청소 활동,9,23.684210526315788
2023-05-21,인천,37,청년,남,커뮤니티 청소 활동,3,8.108108108108109
2023-05-21,인천,32,청년,여,커뮤니티 청소 활동,8,25.0
2023-05-21,인천,26,장년,남,커뮤니티 청소 활동,5,19.230769230769234
2023-05-21,인천,3,장년,여,커뮤니티 청소 활동,1,33.33333333333333
2023-05-21,인천,32,노년,남,커뮤니티 청소 활동,4,12.5
2023-05-21,인천,17,노년,여,커뮤니티 청소 활동,16,94.11764705882352
2023-05-21,부산,31,청소년,남,홍보 부스 운영,4,12.903225806451612
2023-05-21,부산,11,청소년,여,홍보 부스 운영,6,54.54545454545454
2023-05-21,부산,29,청년,남,홍보 부스 운영,14,48.275862068965516
2023-05-21,부산,15,청년,여,홍보 부스 운영,3,20.0
2023-05-21,부산,40,장년,남,홍보 부스 운영,7,17.5
2023-05-21,부산,28,장년,여,홍보 부스 운영,18,64.28571428571429
2023-05-21,부산,37,노년,남,홍보 부스 운영,2,5.405405405405405
2023-05-21,부산,35,노년,여,홍보 부스 운영,7,20.0
2023-05-21,경기,33,청소년,남,홍보 부스 운영,12,36.36363636363637
2023-05-21,경기,10,청소년,여,홍보 부스 운영,8,80.0
2023-05-21,경기,4,청년,남,홍보 부스 운영,3,75.0
2023-05-21,경기,12,청년,여,홍보 부스 운영,3,25.0
2023-05-21,경기,19,장년,남,홍보 부스 운영,4,21.052631578947366
2023-05-21,경기,34,장년,여,홍보 부스 운영,4,11.76470588235294
2023-05-21,경기,11,노년,남,홍보 부스 운영,8,72.72727272727273
2023-05-21,경기,28,노년,여,홍보 부스 운영,2,7.142857142857142
2023-05-21,전북,10,청소년,남,업사이클링 마켓,4,40.0
2023-05-21,전북,32,청소년,여,업사이클링 마켓,9,28.125
2023-05-21,전북,18,청년,남,업사이클링 마켓,1,5.555555555555555
2023-05-21,전북,15,청년,여,업사이클링 마켓,10,66.66666666666666
2023-05-21,전북,22,장년,남,업사이클링 마켓,4,18.181818181818183
2023-05-21,전북,6,장년,여,업사이클링 마켓,2,33.33333333333333
2023-05-21,전북,31,노년,남,업사이클링 마켓,4,12.903225806451612
2023-05-21,전북,1,노년,여,업사이클링 마켓,0,0.0
2023-05-21,세종,6,청소년,남,재활용 품목 수집 이벤트,2,33.33333333333333
2023-05-21,세종,37,청소년,여,재활용 품목 수집 이벤트,14,37.83783783783784
2023-05-21,세종,30,청년,남,재활용 품목 수집 이벤트,7,23.333333333333332
2023-05-21,세종,38,청년,여,재활용 품목 수집 이벤트,5,13.157894736842104
2023-05-21,세종,37,장년,남,재활용 품목 수집 이벤트,18,48.64864864864865
2023-05-21,세종,36,장년,여,재활용 품목 수집 이벤트,1,2.7777777777777777
2023-05-21,세종,13,노년,남,재활용 품목 수집 이벤트,0,0.0
2023-05-21,세종,25,노년,여,재활용 품목 수집 이벤트,11,44.0
2023-05-21,충북,1,청소년,남,홍보 부스 운영,0,0.0
2023-05-21,충북,28,청소년,여,홍보 부스 운영,8,28.57142857142857
2023-05-21,충북,27,청년,남,홍보 부스 운영,6,22.22222222222222
2023-05-21,충북,10,청년,여,홍보 부스 운영,2,20.0
2023-05-21,충북,19,장년,남,홍보 부스 운영,0,0.0
2023-05-21,충북,2,장년,여,홍보 부스 운영,1,50.0
2023-05-21,충북,21,노년,남,홍보 부스 운영,17,80.95238095238095
2023-05-21,충북,26,노년,여,홍보 부스 운영,6,23.076923076923077
2023-05-21,강원,40,청소년,남,업사이클링 마켓,16,40.0
2023-05-21,강원,10,청소년,여,업사이클링 마켓,1,10.0
2023-05-21,강원,1,청년,남,업사이클링 마켓,0,0.0
2023-05-21,강원,17,청년,여,업사이클링 마켓,2,11.76470588235294
2023-05-21,강원,7,장년,남,업사이클링 마켓,4,57.14285714285714
2023-05-21,강원,16,장년,여,업사이클링 마켓,0,0.0
2023-05-21,강원,23,노년,남,업사이클링 마켓,6,26.08695652173913
2023-05-21,강원,3,노년,여,업사이클링 마켓,0,0.0
2023-05-22,대전,1,청소년,남,커뮤니티 청소 활동,0,0.0
2023-05-22,대전,8,청소년,여,커뮤니티 청소 활동,1,12.5
2023-05-22,대전,2,청년,남,커뮤니티 청소 활동,1,50.0
2023-05-22,대전,25,청년,여,커뮤니티 청소 활동,18,72.0
2023-05-22,대전,9,장년,남,커뮤니티 청소 활동,4,44.44444444444444
2023-05-22,대전,28,장년,여,커뮤니티 청소 활동,5,17.857142857142858
2023-05-22,대전,11,노년,남,커뮤니티 청소 활동,4,36.36363636363637
2023-05-22,대전,32,노년,여,커뮤니티 청소 활동,19,59.375
2023-05-22,광주,30,청소년,남,커뮤니티 청소 활동,8,26.666666666666668
2023-05-22,광주,25,청소년,여,커뮤니티 청소 활동,8,32.0
2023-05-22,광주,20,청년,남,커뮤니티 청소 활동,9,45.0
2023-05-22,광주,21,청년,여,커뮤니티 청소 활동,18,85.71428571428571
2023-05-22,광주,8,장년,남,커뮤니티 청소 활동,1,12.5
2023-05-22,광주,24,장년,여,커뮤니티 청소 활동,5,20.833333333333336
2023-05-22,광주,36,노년,남,커뮤니티 청소 활동,7,19.444444444444446
2023-05-22,광주,7,노년,여,커뮤니티 청소 활동,3,42.857142857142854
2023-05-22,전북,1,청소년,남,게임 및 퀴즈,0,0.0
2023-05-22,전북,37,청소년,여,게임 및 퀴즈,1,2.7027027027027026
2023-05-22,전북,27,청년,남,게임 및 퀴즈,9,33.33333333333333
2023-05-22,전북,30,청년,여,게임 및 퀴즈,18,60.0
2023-05-22,전북,23,장년,남,게임 및 퀴즈,18,78.26086956521739
2023-05-22,전북,11,장년,여,게임 및 퀴즈,2,18.181818181818183
2023-05-22,전북,16,노년,남,게임 및 퀴즈,7,43.75
2023-05-22,전북,6,노년,여,게임 및 퀴즈,2,33.33333333333333
2023-05-22,울산,13,청소년,남,업사이클링 마켓,6,46.15384615384615
2023-05-22,울산,34,청소년,여,업사이클링 마켓,19,55.88235294117647
2023-05-22,울산,14,청년,남,업사이클링 마켓,8,57.14285714285714
2023-05-22,울산,11,청년,여,업사이클링 마켓,5,45.45454545454545
2023-05-22,울산,30,장년,남,업사이클링 마켓,2,6.666666666666667
2023-05-22,울산,35,장년,여,업사이클링 마켓,13,37.142857142857146
2023-05-22,울산,36,노년,남,업사이클링 마켓,8,22.22222222222222
2023-05-22,울산,40,노년,여,업사이클링 마켓,12,30.0
2023-05-22,충남,17,청소년,남,재활용 아트 전시,14,82.35294117647058
2023-05-22,충남,5,청소년,여,재활용 아트 전시,0,0.0
2023-05-22,충남,24,청년,남,재활용 아트 전시,7,29.166666666666668
2023-05-22,충남,35,청년,여,재활용 아트 전시,17,48.57142857142857
2023-05-22,충남,8,장년,남,재활용 아트 전시,1,12.5
2023-05-22,충남,25,장년,여,재활용 아트 전시,20,80.0
2023-05-22,충남,16,노년,남,재활용 아트 전시,8,50.0
2023-05-22,충남,39,노년,여,재활용 아트 전시,7,17.94871794871795
2023-05-22,경북,38,청소년,남,게임 및 퀴즈,4,10.526315789473683
2023-05-22,경북,31,청소년,여,게임 및 퀴즈,14,45.16129032258064
2023-05-22,경북,11,청년,남,게임 및 퀴즈,4,36.36363636363637
2023-05-22,경북,36,청년,여,게임 및 퀴즈,16,44.44444444444444
2023-05-22,경북,33,장년,남,게임 및 퀴즈,12,36.36363636363637
2023-05-22,경북,23,장년,여,게임 및 퀴즈,1,4.3478260869565215
2023-05-22,경북,32,노년,남,게임 및 퀴즈,8,25.0
2023-05-22,경북,34,노년,여,게임 및 퀴즈,19,55.88235294117647
2023-05-22,서울,26,청소년,남,게임 및 퀴즈,7,26.923076923076923
2023-05-22,서울,8,청소년,여,게임 및 퀴즈,4,50.0
2023-05-22,서울,24,청년,남,게임 및 퀴즈,1,4.166666666666666
2023-05-22,서울,5,청년,여,게임 및 퀴즈,3,60.0
2023-05-22,서울,12,장년,남,게임 및 퀴즈,10,83.33333333333334
2023-05-22,서울,26,장년,여,게임 및 퀴즈,20,76.92307692307693
2023-05-22,서울,29,노년,남,게임 및 퀴즈,13,44.827586206896555
2023-05-22,서울,28,노년,여,게임 및 퀴즈,14,50.0
2023-05-23,광주,19,청소년,남,커뮤니티 청소 활동,6,31.57894736842105
2023-05-23,광주,15,청소년,여,커뮤니티 청소 활동,2,13.333333333333334
2023-05-23,광주,8,청년,남,커뮤니티 청소 활동,0,0.0
2023-05-23,광주,6,청년,여,커뮤니티 청소 활동,0,0.0
2023-05-23,광주,9,장년,남,커뮤니티 청소 활동,1,11.11111111111111
2023-05-23,광주,37,장년,여,커뮤니티 청소 활동,2,5.405405405405405
2023-05-23,광주,18,노년,남,커뮤니티 청소 활동,14,77.77777777777779
2023-05-23,광주,8,노년,여,커뮤니티 청소 활동,5,62.5
2023-05-23,경기,38,청소년,남,게임 및 퀴즈,4,10.526315789473683
2023-05-23,경기,26,청소년,여,게임 및 퀴즈,4,15.384615384615385
2023-05-23,경기,4,청년,남,게임 및 퀴즈,2,50.0
2023-05-23,경기,30,청년,여,게임 및 퀴즈,8,26.666666666666668
2023-05-23,경기,35,장년,남,게임 및 퀴즈,2,5.714285714285714
2023-05-23,경기,19,장년,여,게임 및 퀴즈,9,47.368421052631575
2023-05-23,경기,17,노년,남,게임 및 퀴즈,9,52.94117647058824
2023-05-23,경기,33,노년,여,게임 및 퀴즈,20,60.60606060606061
2023-05-23,전남,36,청소년,남,재활용 아트 전시,9,25.0
2023-05-23,전남,7,청소년,여,재활용 아트 전시,3,42.857142857142854
2023-05-23,전남,34,청년,남,재활용 아트 전시,17,50.0
2023-05-23,전남,28,청년,여,재활용 아트 전시,12,42.857142857142854
2023-05-23,전남,7,장년,남,재활용 아트 전시,0,0.0
2023-05-23,전남,21,장년,여,재활용 아트 전시,13,61.904761904761905
2023-05-23,전남,29,노년,남,재활용 아트 전시,6,20.689655172413794
2023-05-23,전남,7,노년,여,재활용 아트 전시,3,42.857142857142854
2023-05-23,강원,15,청소년,남,업사이클링 마켓,0,0.0
2023-05-23,강원,19,청소년,여,업사이클링 마켓,0,0.0
2023-05-23,강원,16,청년,남,업사이클링 마켓,3,18.75
2023-05-23,강원,22,청년,여,업사이클링 마켓,8,36.36363636363637
2023-05-23,강원,31,장년,남,업사이클링 마켓,8,25.806451612903224
2023-05-23,강원,23,장년,여,업사이클링 마켓,16,69.56521739130434
2023-05-23,강원,9,노년,남,업사이클링 마켓,0,0.0
2023-05-23,강원,30,노년,여,업사이클링 마켓,19,63.33333333333333
2023-05-23,서울,23,청소년,남,재활용 품목 수집 이벤트,19,82.6086956521739
2023-05-23,서울,35,청소년,여,재활용 품목 수집 이벤트,8,22.857142857142858
2023-05-23,서울,3,청년,남,재활용 품목 수집 이벤트,1,33.33333333333333
2023-05-23,서울,34,청년,여,재활용 품목 수집 이벤트,0,0.0
2023-05-23,서울,32,장년,남,재활용 품목 수집 이벤트,13,40.625
2023-05-23,서울,39,장년,여,재활용 품목 수집 이벤트,3,7.6923076923076925
2023-05-23,서울,24,노년,남,재활용 품목 수집 이벤트,20,83.33333333333334
2023-05-23,서울,32,노년,여,재활용 품목 수집 이벤트,17,53.125
2023-05-23,대구,23,청소년,남,커뮤니티 청소 활동,12,52.17391304347826
2023-05-23,대구,26,청소년,여,커뮤니티 청소 활동,13,50.0
2023-05-23,대구,8,청년,남,커뮤니티 청소 활동,4,50.0
2023-05-23,대구,38,청년,여,커뮤니티 청소 활동,11,28.947368421052634
2023-05-23,대구,33,장년,남,커뮤니티 청소 활동,13,39.39393939393939
2023-05-23,대구,13,장년,여,커뮤니티 청소 활동,4,30.76923076923077
2023-05-23,대구,14,노년,남,커뮤니티 청소 활동,13,92.85714285714286
2023-05-23,대구,27,노년,여,커뮤니티 청소 활동,14,51.85185185185185
2023-05-24,전남,1,청소년,남,워크숍 개최,0,0.0
2023-05-24,전남,30,청소년,여,워크숍 개최,10,33.33333333333333
2023-05-24,전남,12,청년,남,워크숍 개최,3,25.0
2023-05-24,전남,3,청년,여,워크숍 개최,2,66.66666666666666
2023-05-24,전남,13,장년,남,워크숍 개최,11,84.61538461538461
2023-05-24,전남,19,장년,여,워크숍 개최,12,63.1578947368421
2023-05-24,전남,34,노년,남,워크숍 개최,15,44.11764705882353
2023-05-24,전남,14,노년,여,워크숍 개최,12,85.71428571428571
2023-05-24,강원,27,청소년,남,게임 및 퀴즈,5,18.51851851851852
2023-05-24,강원,36,청소년,여,게임 및 퀴즈,8,22.22222222222222
2023-05-24,강원,4,청년,남,게임 및 퀴즈,1,25.0
2023-05-24,강원,8,청년,여,게임 및 퀴즈,2,25.0
2023-05-24,강원,31,장년,남,게임 및 퀴즈,16,51.61290322580645
2023-05-24,강원,4,장년,여,게임 및 퀴즈,2,50.0
2023-05-24,강원,3,노년,남,게임 및 퀴즈,2,66.66666666666666
2023-05-24,강원,37,노년,여,게임 및 퀴즈,14,37.83783783783784
2023-05-24,충북,5,청소년,남,재활용 품목 수집 이벤트,0,0.0
2023-05-24,충북,19,청소년,여,재활용 품목 수집 이벤트,16,84.21052631578947
2023-05-24,충북,24,청년,남,재활용 품목 수집 이벤트,14,58.333333333333336
2023-05-24,충북,12,청년,여,재활용 품목 수집 이벤트,4,33.33333333333333
2023-05-24,충북,19,장년,남,재활용 품목 수집 이벤트,4,21.052631578947366
2023-05-24,충북,7,장년,여,재활용 품목 수집 이벤트,3,42.857142857142854
2023-05-24,충북,29,노년,남,재활용 품목 수집 이벤트,6,20.689655172413794
2023-05-24,충북,28,노년,여,재활용 품목 수집 이벤트,3,10.714285714285714
2023-05-24,전북,7,청소년,남,홍보 부스 운영,1,14.285714285714285
2023-05-24,전북,23,청소년,여,홍보 부스 운영,17,73.91304347826086
2023-05-24,전북,2,청년,남,홍보 부스 운영,0,0.0
2023-05-24,전북,15,청년,여,홍보 부스 운영,9,60.0
2023-05-24,전북,39,장년,남,홍보 부스 운영,17,43.58974358974359
2023-05-24,전북,35,장년,여,홍보 부스 운영,16,45.714285714285715
2023-05-24,전북,30,노년,남,홍보 부스 운영,11,36.666666666666664
2023-05-24,전북,38,노년,여,홍보 부스 운영,5,13.157894736842104
2023-05-24,경기,34,청소년,남,재활용 품목 수집 이벤트,11,32.35294117647059
2023-05-24,경기,7,청소년,여,재활용 품목 수집 이벤트,1,14.285714285714285
2023-05-24,경기,17,청년,남,재활용 품목 수집 이벤트,2,11.76470588235294
2023-05-24,경기,16,청년,여,재활용 품목 수집 이벤트,13,81.25
2023-05-24,경기,1,장년,남,재활용 품목 수집 이벤트,0,0.0
2023-05-24,경기,27,장년,여,재활용 품목 수집 이벤트,15,55.55555555555556
2023-05-24,경기,15,노년,남,재활용 품목 수집 이벤트,6,40.0
2023-05-24,경기,33,노년,여,재활용 품목 수집 이벤트,3,9.090909090909092
2023-05-25,인천,11,청소년,남,재활용 품목 수집 이벤트,1,9.090909090909092
2023-05-25,인천,13,청소년,여,재활용 품목 수집 이벤트,10,76.92307692307693
2023-05-25,인천,18,청년,남,재활용 품목 수집 이벤트,7,38.88888888888889
2023-05-25,인천,10,청년,여,재활용 품목 수집 이벤트,6,60.0
2023-05-25,인천,2,장년,남,재활용 품목 수집 이벤트,0,0.0
2023-05-25,인천,9,장년,여,재활용 품목 수집 이벤트,2,22.22222222222222
2023-05-25,인천,17,노년,남,재활용 품목 수집 이벤트,8,47.05882352941176
2023-05-25,인천,16,노년,여,재활용 품목 수집 이벤트,0,0.0
2023-05-25,울산,28,청소년,남,재활용 아트 전시,15,53.57142857142857
2023-05-25,울산,33,청소년,여,재활용 아트 전시,6,18.181818181818183
2023-05-25,울산,33,청년,남,재활용 아트 전시,0,0.0
2023-05-25,울산,7,청년,여,재활용 아트 전시,1,14.285714285714285
2023-05-25,울산,9,장년,남,재활용 아트 전시,6,66.66666666666666
2023-05-25,울산,34,장년,여,재활용 아트 전시,14,41.17647058823529
2023-05-25,울산,26,노년,남,재활용 아트 전시,7,26.923076923076923
2023-05-25,울산,16,노년,여,재활용 아트 전시,11,68.75
2023-05-25,충남,27,청소년,남,재활용 아트 전시,6,22.22222222222222
2023-05-25,충남,12,청소년,여,재활용 아트 전시,8,66.66666666666666
2023-05-25,충남,16,청년,남,재활용 아트 전시,8,50.0
2023-05-25,충남,35,청년,여,재활용 아트 전시,2,5.714285714285714
2023-05-25,충남,38,장년,남,재활용 아트 전시,7,18.421052631578945
2023-05-25,충남,5,장년,여,재활용 아트 전시,4,80.0
2023-05-25,충남,22,노년,남,재활용 아트 전시,17,77.27272727272727
2023-05-25,충남,21,노년,여,재활용 아트 전시,18,85.71428571428571
2023-05-25,대전,23,청소년,남,커뮤니티 청소 활동,8,34.78260869565217
2023-05-25,대전,35,청소년,여,커뮤니티 청소 활동,18,51.42857142857142
2023-05-25,대전,39,청년,남,커뮤니티 청소 활동,4,10.256410256410255
2023-05-25,대전,26,청년,여,커뮤니티 청소 활동,12,46.15384615384615
2023-05-25,대전,9,장년,남,커뮤니티 청소 활동,3,33.33333333333333
2023-05-25,대전,1,장년,여,커뮤니티 청소 활동,0,0.0
2023-05-25,대전,38,노년,남,커뮤니티 청소 활동,5,13.157894736842104
2023-05-25,대전,5,노년,여,커뮤니티 청소 활동,1,20.0
2023-05-25,전북,4,청소년,남,워크숍 개최,3,75.0
2023-05-25,전북,11,청소년,여,워크숍 개최,1,9.090909090909092
2023-05-25,전북,7,청년,남,워크숍 개최,0,0.0
2023-05-25,전북,19,청년,여,워크숍 개최,1,5.263157894736842
2023-05-25,전북,6,장년,남,워크숍 개최,2,33.33333333333333
2023-05-25,전북,39,장년,여,워크숍 개최,19,48.717948717948715
2023-05-25,전북,6,노년,남,워크숍 개최,2,33.33333333333333
2023-05-25,전북,3,노년,여,워크숍 개최,1,33.33333333333333
2023-05-25,세종,25,청소년,남,재활용 아트 전시,13,52.0
2023-05-25,세종,34,청소년,여,재활용 아트 전시,5,14.705882352941178
2023-05-25,세종,9,청년,남,재활용 아트 전시,7,77.77777777777779
2023-05-25,세종,16,청년,여,재활용 아트 전시,14,87.5
2023-05-25,세종,40,장년,남,재활용 아트 전시,13,32.5
2023-05-25,세종,37,장년,여,재활용 아트 전시,18,48.64864864864865
2023-05-25,세종,21,노년,남,재활용 아트 전시,15,71.42857142857143
2023-05-25,세종,16,노년,여,재활용 아트 전시,14,87.5
2023-05-25,서울,11,청소년,남,업사이클링 마켓,9,81.81818181818183
2023-05-25,서울,16,청소년,여,업사이클링 마켓,3,18.75
2023-05-25,서울,9,청년,남,업사이클링 마켓,7,77.77777777777779
2023-05-25,서울,36,청년,여,업사이클링 마켓,8,22.22222222222222
2023-05-25,서울,14,장년,남,업사이클링 마켓,10,71.42857142857143
2023-05-25,서울,25,장년,여,업사이클링 마켓,11,44.0
2023-05-25,서울,27,노년,남,업사이클링 마켓,3,11.11111111111111
2023-05-25,서울,4,노년,여,업사이클링 마켓,3,75.0
2023-05-26,대구,7,청소년,남,홍보 부스 운영,0,0.0
2023-05-26,대구,30,청소년,여,홍보 부스 운영,14,46.666666666666664
2023-05-26,대구,9,청년,남,홍보 부스 운영,1,11.11111111111111
2023-05-26,대구,6,청년,여,홍보 부스 운영,4,66.66666666666666
2023-05-26,대구,21,장년,남,홍보 부스 운영,17,80.95238095238095
2023-05-26,대구,22,장년,여,홍보 부스 운영,19,86.36363636363636
2023-05-26,대구,16,노년,남,홍보 부스 운영,2,12.5
2023-05-26,대구,7,노년,여,홍보 부스 운영,5,71.42857142857143
2023-05-26,경남,25,청소년,남,홍보 부스 운영,9,36.0
2023-05-26,경남,12,청소년,여,홍보 부스 운영,9,75.0
2023-05-26,경남,11,청년,남,홍보 부스 운영,10,90.9090909090909
2023-05-26,경남,21,청년,여,홍보 부스 운영,2,9.523809523809524
2023-05-26,경남,19,장년,남,홍보 부스 운영,12,63.1578947368421
2023-05-26,경남,38,장년,여,홍보 부스 운영,18,47.368421052631575
2023-05-26,경남,8,노년,남,홍보 부스 운영,6,75.0
2023-05-26,경남,28,노년,여,홍보 부스 운영,14,50.0
2023-05-26,전남,27,청소년,남,워크숍 개최,5,18.51851851851852
2023-05-26,전남,36,청소년,여,워크숍 개최,17,47.22222222222222
2023-05-26,전남,23,청년,남,워크숍 개최,2,8.695652173913043
2023-05-26,전남,35,청년,여,워크숍 개최,5,14.285714285714285
2023-05-26,전남,2,장년,남,워크숍 개최,0,0.0
2023-05-26,전남,20,장년,여,워크숍 개최,4,20.0
2023-05-26,전남,24,노년,남,워크숍 개최,1,4.166666666666666
2023-05-26,전남,19,노년,여,워크숍 개최,6,31.57894736842105
2023-05-26,서울,10,청소년,남,홍보 부스 운영,5,50.0
2023-05-26,서울,26,청소년,여,홍보 부스 운영,20,76.92307692307693
2023-05-26,서울,5,청년,남,홍보 부스 운영,4,80.0
2023-05-26,서울,18,청년,여,홍보 부스 운영,0,0.0
2023-05-26,서울,2,장년,남,홍보 부스 운영,0,0.0
2023-05-26,서울,2,장년,여,홍보 부스 운영,1,50.0
2023-05-26,서울,8,노년,남,홍보 부스 운영,4,50.0
2023-05-26,서울,3,노년,여,홍보 부스 운영,0,0.0
2023-05-26,부산,33,청소년,남,워크숍 개최,0,0.0
2023-05-26,부산,16,청소년,여,워크숍 개최,3,18.75
2023-05-26,부산,39,청년,남,워크숍 개최,5,12.82051282051282
2023-05-26,부산,28,청년,여,워크숍 개최,13,46.42857142857143
2023-05-26,부산,35,장년,남,워크숍 개최,8,22.857142857142858
2023-05-26,부산,6,장년,여,워크숍 개최,5,83.33333333333334
2023-05-26,부산,28,노년,남,워크숍 개최,10,35.714285714285715
2023-05-26,부산,16,노년,여,워크숍 개최,6,37.5
2023-05-26,광주,35,청소년,남,업사이클링 마켓,10,28.57142857142857
2023-05-26,광주,8,청소년,여,업사이클링 마켓,2,25.0
2023-05-26,광주,15,청년,남,업사이클링 마켓,12,80.0
2023-05-26,광주,22,청년,여,업사이클링 마켓,12,54.54545454545454
2023-05-26,광주,21,장년,남,업사이클링 마켓,6,28.57142857142857
2023-05-26,광주,33,장년,여,업사이클링 마켓,8,24.242424242424242
2023-05-26,광주,38,노년,남,업사이클링 마켓,9,23.684210526315788
2023-05-26,광주,9,노년,여,업사이클링 마켓,0,0.0
2023-05-26,충북,32,청소년,남,재활용 아트 전시,0,0.0
2023-05-26,충북,24,청소년,여,재활용 아트 전시,14,58.333333333333336
2023-05-26,충북,28,청년,남,재활용 아트 전시,6,21.428571428571427
2023-05-26,충북,33,청년,여,재활용 아트 전시,11,33.33333333333333
2023-05-26,충북,4,장년,남,재활용 아트 전시,1,25.0
2023-05-26,충북,13,장년,여,재활용 아트 전시,0,0.0
2023-05-26,충북,16,노년,남,재활용 아트 전시,10,62.5
2023-05-26,충북,22,노년,여,재활용 아트 전시,0,0.0
2023-05-26,전북,21,청소년,남,게임 및 퀴즈,4,19.047619047619047
2023-05-26,전북,32,청소년,여,게임 및 퀴즈,9,28.125
2023-05-26,전북,23,청년,남,게임 및 퀴즈,20,86.95652173913044
2023-05-26,전북,26,청년,여,게임 및 퀴즈,9,34.61538461538461
2023-05-26,전북,39,장년,남,게임 및 퀴즈,17,43.58974358974359
2023-05-26,전북,25,장년,여,게임 및 퀴즈,8,32.0
2023-05-26,전북,13,노년,남,게임 및 퀴즈,4,30.76923076923077
2023-05-26,전북,32,노년,여,게임 및 퀴즈,6,18.75
2023-05-26,경북,3,청소년,남,재활용 품목 수집 이벤트,1,33.33333333333333
2023-05-26,경북,12,청소년,여,재활용 품목 수집 이벤트,7,58.333333333333336
2023-05-26,경북,14,청년,남,재활용 품목 수집 이벤트,9,64.28571428571429
2023-05-26,경북,29,청년,여,재활용 품목 수집 이벤트,4,13.793103448275861
2023-05-26,경북,19,장년,남,재활용 품목 수집 이벤트,14,73.68421052631578
2023-05-26,경북,18,장년,여,재활용 품목 수집 이벤트,6,33.33333333333333
2023-05-26,경북,1,노년,남,재활용 품목 수집 이벤트,0,0.0
2023-05-26,경북,40,노년,여,재활용 품목 수집 이벤트,7,17.5
2023-05-26,대전,32,청소년,남,게임 및 퀴즈,6,18.75
2023-05-26,대전,5,청소년,여,게임 및 퀴즈,0,0.0
2023-05-26,대전,7,청년,남,게임 및 퀴즈,4,57.14285714285714
2023-05-26,대전,32,청년,여,게임 및 퀴즈,13,40.625
2023-05-26,대전,25,장년,남,게임 및 퀴즈,4,16.0
2023-05-26,대전,26,장년,여,게임 및 퀴즈,9,34.61538461538461
2023-05-26,대전,25,노년,남,게임 및 퀴즈,14,56.00000000000001
2023-05-26,대전,21,노년,여,게임 및 퀴즈,11,52.38095238095239
2023-05-26,강원,24,청소년,남,홍보 부스 운영,12,50.0
2023-05-26,강원,2,청소년,여,홍보 부스 운영,1,50.0
2023-05-26,강원,21,청년,남,홍보 부스 운영,7,33.33333333333333
2023-05-26,강원,19,청년,여,홍보 부스 운영,13,68.42105263157895
2023-05-26,강원,21,장년,남,홍보 부스 운영,9,42.857142857142854
2023-05-26,강원,33,장년,여,홍보 부스 운영,13,39.39393939393939
2023-05-26,강원,39,노년,남,홍보 부스 운영,10,25.64102564102564
2023-05-26,강원,25,노년,여,홍보 부스 운영,4,16.0
2023-05-27,광주,2,청소년,남,게임 및 퀴즈,0,0.0
2023-05-27,광주,32,청소년,여,게임 및 퀴즈,8,25.0
2023-05-27,광주,21,청년,남,게임 및 퀴즈,3,14.285714285714285
2023-05-27,광주,35,청년,여,게임 및 퀴즈,16,45.714285714285715
2023-05-27,광주,26,장년,남,게임 및 퀴즈,4,15.384615384615385
2023-05-27,광주,17,장년,여,게임 및 퀴즈,9,52.94117647058824
2023-05-27,광주,38,노년,남,게임 및 퀴즈,8,21.052631578947366
2023-05-27,광주,39,노년,여,게임 및 퀴즈,11,28.205128205128204
2023-05-27,경남,34,청소년,남,홍보 부스 운영,20,58.82352941176471
2023-05-27,경남,21,청소년,여,홍보 부스 운영,11,52.38095238095239
2023-05-27,경남,23,청년,남,홍보 부스 운영,1,4.3478260869565215
2023-05-27,경남,13,청년,여,홍보 부스 운영,1,7.6923076923076925
2023-05-27,경남,33,장년,남,홍보 부스 운영,13,39.39393939393939
2023-05-27,경남,6,장년,여,홍보 부스 운영,3,50.0
2023-05-27,경남,28,노년,남,홍보 부스 운영,2,7.142857142857142
2023-05-27,경남,23,노년,여,홍보 부스 운영,13,56.52173913043478
2023-05-27,대전,3,청소년,남,커뮤니티 청소 활동,0,0.0
2023-05-27,대전,9,청소년,여,커뮤니티 청소 활동,3,33.33333333333333
2023-05-27,대전,34,청년,남,커뮤니티 청소 활동,20,58.82352941176471
2023-05-27,대전,31,청년,여,커뮤니티 청소 활동,16,51.61290322580645
2023-05-27,대전,7,장년,남,커뮤니티 청소 활동,5,71.42857142857143
2023-05-27,대전,6,장년,여,커뮤니티 청소 활동,4,66.66666666666666
2023-05-27,대전,40,노년,남,커뮤니티 청소 활동,6,15.0
2023-05-27,대전,37,노년,여,커뮤니티 청소 활동,8,21.62162162162162
